epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
18,0.8073717951774597,0.9048404693603516,1.249999968422344e-06,0.09893374145030975,0.6546887159347534,0.8361513614654541,0.8010256290435791,0.909788966178894,0.10312102735042572,0.6368977427482605,0.8727858066558838
19,0.8064743876457214,0.9044067859649658,1.249999968422344e-06,0.09890605509281158,0.6552988290786743,0.8276972770690918,0.7887179255485535,0.909282386302948,0.09947521984577179,0.6194285750389099,0.8727858066558838
20,0.8071795105934143,0.9063795208930969,6.24999984211172e-07,0.09860499948263168,0.6537978649139404,0.8385668396949768,0.8266666531562805,0.9092509746551514,0.09158863872289658,0.7096296548843384,0.771336555480957
21,0.8083974123001099,0.9070035815238953,6.24999984211172e-07,0.0978701114654541,0.6561464667320251,0.8369565010070801,0.8061538338661194,0.9111429452896118,0.09624014794826508,0.6551724076271057,0.8260869383811951
22,0.8086538314819336,0.908405065536499,6.24999984211172e-07,0.09756249934434891,0.6567589044570923,0.8361513614654541,0.8446153998374939,0.9087433218955994,0.0888083279132843,0.802281379699707,0.6795490980148315
23,0.8128846287727356,0.9088659882545471,6.24999984211172e-07,0.09697607159614563,0.6624900698661804,0.8407809734344482,0.8015384674072266,0.91097092628479,0.098500095307827,0.6433823704719543,0.8454106450080872
24,0.811346173286438,0.9094788432121277,6.24999984211172e-07,0.09679266065359116,0.6603833436965942,0.8391706943511963,0.810769259929657,0.9106988906860352,0.09504476934671402,0.6619537472724915,0.8293075561523438
25,0.8097435832023621,0.9089913368225098,6.24999984211172e-07,0.09711003303527832,0.6577287316322327,0.8393719792366028,0.8210256695747375,0.9109873175621033,0.09304908663034439,0.6926345825195312,0.7874395847320557
26,0.814230740070343,0.9095988869667053,3.12499992105586e-07,0.09659608453512192,0.6666666865348816,0.8333333134651184,0.8210256695747375,0.9115355014801025,0.0929827094078064,0.6873278021812439,0.8035426735877991
27,0.8096153736114502,0.9085995554924011,3.12499992105586e-07,0.09712096303701401,0.6593301296234131,0.8321256041526794,0.807692289352417,0.9116288423538208,0.09620188921689987,0.6560913920402527,0.8325281739234924
28,0.8107051253318787,0.9086349010467529,3.12499992105586e-07,0.09734164923429489,0.6590873003005981,0.8401771187782288,0.8338461518287659,0.9115464687347412,0.08856657892465591,0.7376000285148621,0.7423510551452637
29,0.8098717927932739,0.9098186492919922,3.12499992105586e-07,0.09611474722623825,0.6590403318405151,0.8349436521530151,0.8317948579788208,0.9137153625488281,0.08963310718536377,0.7196401953697205,0.772946834564209
30,0.8155128359794617,0.9104508757591248,3.12499992105586e-07,0.09640561044216156,0.6686027646064758,0.8341385126113892,0.8128204941749573,0.9139413237571716,0.09557954967021942,0.6662337779998779,0.8260869383811951
31,0.8133974075317383,0.9094401001930237,3.12499992105586e-07,0.0967710018157959,0.6650617718696594,0.8341385126113892,0.8189743757247925,0.9124952554702759,0.09175792336463928,0.6830601096153259,0.805152952671051
32,0.8121795058250427,0.9115543961524963,1.56249996052793e-07,0.09571231156587601,0.6620031595230103,0.8381642699241638,0.8302564024925232,0.9119275808334351,0.09057515114545822,0.7119883298873901,0.7842190265655518
33,0.8126922845840454,0.9093214273452759,1.56249996052793e-07,0.0968615859746933,0.6652131676673889,0.8291062712669373,0.8323076963424683,0.9131761789321899,0.08934032917022705,0.71875,0.7777777910232544
34,0.8114743828773499,0.9102479815483093,1.56249996052793e-07,0.09579593688249588,0.6625500917434692,0.83152174949646,0.8302564024925232,0.9128277897834778,0.09054793417453766,0.7132353186607361,0.7809984087944031
35,0.8166025876998901,0.9113836884498596,1.0000000116860974e-07,0.0957801342010498,0.6701663732528687,0.8351449370384216,0.8338461518287659,0.9137462973594666,0.08882509171962738,0.7239819169044495,0.772946834564209
36,0.8162820339202881,0.9121066927909851,1.0000000116860974e-07,0.09550653398036957,0.6694068312644958,0.8359500765800476,0.8276923298835754,0.913501501083374,0.09108956903219223,0.7009872794151306,0.8003220558166504
